mmitzrach,mida,mishkal
818,700,1
818,2000,1000
819,102,100
819,103,146
819,104,230
819,700,1
819,2000,1000
821,102,100
821,103,146
821,104,230
821,700,1
821,2000,1000
824,102,100
824,103,146
824,104,230
824,700,1
824,2000,1000
825,101,20
825,102,67.5
825,103,95.5
825,700,1
825,2000,1000
826,101,21
826,102,71
826,103,101
826,700,1
826,2000,1000
827,101,21
827,102,71
827,103,101
827,700,1
827,2000,1000
828,101,21
828,102,71
828,103,101
828,700,1
828,2000,1000
829,101,21
829,102,71
829,103,101
829,700,1
829,2000,1000
831,101,21
831,102,71
831,103,101
831,700,1
831,2000,1000
832,102,115
832,104,165
832,700,1
832,2000,1000
834,102,94
834,103,110
834,104,204
834,700,1
834,2000,1000
837,102,94
837,103,110
837,104,204
837,700,1
837,2000,1000
838,102,82
838,103,94
838,104,168
838,700,1
838,2000,1000
839,102,94
839,103,110
839,104,204
839,700,1
839,2000,1000
840,103,162
840,700,1
840,2000,1000
841,102,82
841,103,94
841,104,168
841,700,1
841,2000,1000
842,103,106
842,700,1
842,2000,1000
843,103,106
843,700,1
843,2000,1000
844,102,54
844,103,68
844,104,86
844,700,1
844,2000,1000
845,102,35
845,103,44
845,104,55
845,700,1
845,2000,1000
846,102,82
846,103,94
846,104,168
846,700,1
846,2000,1000
848,102,54
848,103,68
848,104,86
848,700,1
848,2000,1000
849,102,65
849,103,82
849,104,103
849,700,1
849,2000,1000
850,102,70
850,103,90
850,104,130
850,700,1
850,2000,1000
851,102,32
851,103,40
851,104,50
851,700,1
851,2000,1000
853,102,34
853,103,44
853,104,58
853,700,1
853,2000,1000
855,102,34
855,103,44
855,104,58
855,700,1
855,2000,1000
856,102,32
856,103,40
856,104,50
856,700,1
856,2000,1000
857,700,1
857,2000,1000
858,700,1
858,2000,1000
859,102,60
859,103,75
859,104,95
859,700,1
859,2000,1000
860,700,1
860,2000,1000
861,700,1
861,2000,1000
862,102,60
862,103,75
862,104,95
862,700,1
862,2000,1000
863,102,32
863,103,40
863,104,50
863,700,1
863,2000,1000
864,102,70
864,103,90
864,104,130
864,700,1
864,2000,1000
866,102,70
866,103,90
866,104,130
866,700,1
866,2000,1000
868,102,60
868,103,75
868,104,95
868,700,1
868,2000,1000
870,102,60
870,103,75
870,104,95
870,700,1
870,2000,1000
871,102,50
871,103,80
871,104,132
871,700,1
871,2000,1000
873,102,44
873,103,64
873,104,102
873,700,1
873,2000,1000
874,102,70
874,103,114
874,104,185
874,700,1
874,2000,1000
876,102,50
876,103,80
876,104,132
876,700,1
876,2000,1000
878,102,50
878,103,80
878,104,132
878,700,1
878,2000,1000
879,102,24
879,103,55
879,104,95
879,700,1
879,2000,1000
880,102,44
880,103,64
880,104,102
880,700,1
880,2000,1000
881,700,1
881,2000,1000
882,700,1
882,2000,1000
883,700,1
883,2000,1000
884,102,44
884,103,64
884,104,102
884,700,1
884,2000,1000
885,102,52
885,103,83
885,104,137
885,700,1
885,2000,1000
886,102,44
886,103,64
886,104,102
886,700,1
886,2000,1000
887,102,64
887,103,104
887,104,168
887,700,1
887,2000,1000
888,102,64
888,103,104
888,104,168
888,700,1
888,2000,1000
889,500,16
889,700,1
889,2000,1000
891,102,28
891,103,42
891,104,83
891,700,1
891,2000,1000
892,102,20
892,103,30
892,104,66
892,700,1
892,2000,1000
893,102,28
893,103,42
893,104,83
893,700,1
893,2000,1000
894,102,20
894,103,30
894,104,66
894,700,1
894,2000,1000
895,102,28
895,103,42
895,104,83
895,700,1
895,2000,1000
896,102,20
896,103,30
896,104,66
896,700,1
896,2000,1000
897,700,1
897,2000,1000
898,700,1
898,2000,1000
899,700,1
899,2000,1000
900,102,55
900,104,83
900,700,1
900,2000,1000
901,102,55
901,104,83
901,700,1
901,2000,1000
903,700,1
903,906,400
903,2000,1000
905,700,1
905,2000,1000
906,104,88
906,700,1
906,2000,1000
907,104,78
907,700,1
907,2000,1000
908,100,103
908,700,1
908,2000,1000
910,100,40
910,700,1
910,2000,1000
911,104,78
911,700,1
911,2000,1000
917,102,5
917,103,10.5
917,104,17.5
917,700,1
917,2000,1000
918,100,34
918,700,1
918,2000,1000
922,100,100
922,700,1
922,2000,1000
923,700,1
923,900,400
923,2000,1000
924,100,94
924,700,1
924,2000,1000
926,700,1
926,900,500
926,2000,1000
927,100,50
927,700,1
927,900,480
927,2000,1000
928,300,25
928,700,1
928,2000,1000
929,700,1
929,2000,1000
930,300,25
930,700,1
930,2000,1000
932,101,20
932,102,25
932,103,78
932,104,100
932,700,1
932,1204,23.5
932,2000,1000
933,100,50
933,700,1
933,2000,1000
937,100,100
937,700,1
937,2000,1000
938,100,100
938,700,1
938,903,700
938,2000,1000
939,100,40
939,700,1
939,900,500
939,2000,1000
940,100,40
940,700,1
940,903,700
940,2000,1000
941,700,1
941,801,79
941,802,175
941,803,239
941,2000,1000
942,100,115
942,700,1
942,2000,1000
943,700,1
943,801,79
943,802,175
943,803,239
943,2000,1000
944,700,1
944,801,79
944,802,175
944,803,239
944,2000,1000
945,700,1
945,801,79
945,802,175
945,803,239
945,2000,1000
946,700,1
946,2000,1000
948,100,115
948,700,1
948,2000,1000
949,100,115
949,700,1
949,2000,1000
950,100,115
950,700,1
950,2000,1000
951,100,115
951,700,1
951,2000,1000
953,100,115
953,700,1
953,2000,1000
954,100,120
954,700,1
954,2000,1000
955,100,115
955,700,1
955,2000,1000
956,100,100
956,700,1
956,2000,1000
959,100,100
959,700,1
959,900,700
959,2000,1000
960,700,1
960,801,79
960,802,175
960,803,239
960,2000,1000
961,700,1
961,801,79
961,802,175
961,803,239
961,2000,1000
962,100,100
962,700,1
962,2000,1000
963,700,1
963,801,79
963,802,175
963,803,240
963,2000,1000
964,100,115
964,700,1
964,2000,1000
966,700,1
966,801,79
966,802,175
966,803,239
966,2000,1000
967,700,1
967,801,79
967,802,175
967,803,239
967,2000,1000
969,100,115
969,700,1
969,2000,1000
971,700,1
971,2000,1000
972,700,1
972,800,514
972,2000,1000
975,100,25
975,700,1
975,900,700
975,2000,1000
977,100,100
977,700,1
977,2000,1000
979,100,25
979,102,25
979,700,1
979,900,700
979,2000,1000
981,700,1
981,801,79
981,802,175
981,803,240
981,2000,1000
982,300,25
982,400,10
982,700,1
982,801,79
982,802,175
982,803,239
982,2000,1000
983,300,25
983,400,10
983,700,1
983,801,79
983,802,175
983,803,239
983,2000,1000
984,300,25
984,400,10
984,700,1
984,801,79
984,802,175
984,803,239
984,2000,1000
986,700,1
986,2000,1000
987,700,1
987,800,314
987,2000,1000
988,100,100
988,700,1
988,2000,1000
989,700,1
989,800,514
989,2000,1000
990,700,1
990,2000,1000
991,700,1
991,800,314
991,2000,1000
995,700,1
995,801,79
995,802,175
995,803,239
995,2000,1000
997,700,1
997,801,79
997,802,175
997,803,239
997,2000,1000
998,300,25
998,400,10
998,700,1
998,801,79
998,802,175
998,803,239
998,2000,1000
999,700,1
999,801,87
999,802,192
999,803,263
999,2000,1000
1000,700,1
1000,801,79
1000,802,175
1000,803,239
1000,2000,1000
1001,700,1
1001,801,87
1001,802,192
1001,803,263
1001,2000,1000
1002,500,16
1002,700,1
1002,2000,1000
1004,700,1
1004,801,150
1004,802,200
1004,803,250
1004,2000,1000
1005,500,20
1005,700,1
1005,2000,1000
1006,700,1
1006,801,79
1006,802,175
1006,803,239
1006,2000,1000
1008,700,1
1008,801,79
1008,802,175
1008,803,239
1008,2000,1000
1009,500,20
1009,700,1
1009,2000,1000
1010,500,20
1010,700,1
1010,2000,1000
1012,700,1
1012,800,183
1012,2000,1000
1013,700,1
1013,800,201
1013,2000,1000
1014,700,1
1014,800,201
1014,2000,1000
1015,100,314
1015,700,1
1015,2000,1000
1016,700,1
1016,800,297
1016,2000,1000
1017,102,115
1017,103,155
1017,104,195
1017,205,135
1017,700,1
1017,2000,1000
1020,100,224
1020,700,1
1020,2000,1000
1021,700,1
1021,2000,1000
1022,501,23
1022,502,45
1022,503,89
1022,700,1
1022,2000,1000
1025,500,20
1025,700,1
1025,2000,1000
1026,300,25
1026,400,10
1026,700,1
1026,2000,1000
1028,700,1
1028,2000,1000
1030,700,1
1030,2000,1000
1038,205,140
1038,700,1
1038,800,173
1038,2000,1000
1039,205,140
1039,700,1
1039,800,173
1039,2000,1000
1040,205,174
1040,700,1
1040,800,210
1040,2000,1000
1041,500,12
1041,700,1
1041,2000,1000
1042,100,111
1042,205,140
1042,700,1
1042,2000,1000
1044,102,90
1044,103,115
1044,104,140
1044,205,140
1044,700,1
1044,2000,1000
1047,700,1
1047,801,80
1047,802,126
1047,2000,1000
1048,500,85
1048,700,1
1048,801,79
1048,802,175
1048,803,239
1048,2000,1000
1049,700,1
1049,2000,1000
1050,102,96
1050,103,150
1050,700,1
1050,2000,1000
1051,102,80
1051,103,126
1051,700,1
1051,2000,1000
1053,100,24
1053,700,1
1053,2000,1000
1054,100,29
1054,700,1
1054,2000,1000
1055,700,1
1055,2000,1000
1056,100,24
1056,700,1
1056,800,200
1056,2000,1000
1057,100,24
1057,700,1
1057,800,200
1057,2000,1000
1058,100,24
1058,700,1
1058,800,200
1058,2000,1000
1059,100,24
1059,700,1
1059,800,200
1059,2000,1000
1060,100,24
1060,700,1
1060,800,200
1060,2000,1000
1061,700,1
1061,801,79
1061,802,175
1061,803,239
1061,2000,1000
1067,200,216
1067,300,20
1067,400,8
1067,700,1
1067,2000,1000
1069,201,216
1069,300,20
1069,400,8
1069,700,1
1069,2000,1000
1071,205,145
1071,700,1
1071,2000,1000
1072,205,145
1072,700,1
1072,2000,1000
1073,100,6.099999904632568
1073,700,1
1073,2000,1000
1074,100,6.099999904632568
1074,700,1
1074,2000,1000
1075,205,140
1075,700,1
1075,2000,1000
1076,205,140
1076,700,1
1076,2000,1000
1077,700,1
1077,2000,1000
1080,501,23
1080,502,45
1080,503,89
1080,700,1
1080,2000,1000
1082,501,23
1082,502,45
1082,503,89
1082,700,1
1082,2000,1000
1083,205,140
1083,700,1
1083,2000,1000
1084,100,20
1084,700,1
1084,2000,1000
1085,100,20
1085,700,1
1085,801,93
1085,802,222
1085,803,416
1085,2000,1000
1086,700,1
1086,801,93
1086,802,222
1086,803,416
1086,2000,1000
1087,700,1
1087,801,93
1087,802,222
1087,803,416
1087,2000,1000
1089,700,1
1089,801,75
1089,2000,1000
1090,300,25.5
1090,700,1
1090,801,76
1090,2000,1000
1091,101,84
1091,700,1
1091,2000,1000
1092,100,84
1092,700,1
1092,900,400
1092,2000,1000
1093,100,133
1093,700,1
1093,900,400
1093,2000,1000
1096,100,30
1096,700,1
1096,2000,1000
1099,101,15
1099,103,34
1099,104,81
1099,700,1
1099,900,400
1099,2000,1000
1100,100,35
1100,700,1
1100,2000,1000
1101,100,30
1101,700,1
1101,2000,1000
1104,501,7
1104,502,8
1104,503,11
1104,700,1
1104,2000,1000
1105,500,18
1105,700,1
1105,2000,1000
1106,102,45
1106,103,57
1106,104,65
1106,700,1
1106,2000,1000
1108,501,7
1108,502,8
1108,503,11
1108,700,1
1108,2000,1000
1109,500,5
1109,700,1
1109,2000,1000
1110,500,20
1110,700,1
1110,2000,1000
1111,500,13
1111,700,1
1111,2000,1000
1114,100,11
1114,700,1
1114,2000,1000
1115,100,65
1115,700,1
1115,2000,1000
1116,500,13
1116,700,1
1116,2000,1000
1117,500,13
1117,700,1
1117,2000,1000
1118,500,13
1118,700,1
1118,2000,1000
1119,500,22
1119,700,1
1119,2000,1000
1120,500,20
1120,700,1
1120,2000,1000
1121,500,20
1121,700,1
1121,2000,1000
1122,500,22
1122,700,1
1122,2000,1000
1123,500,16
1123,700,1
1123,2000,1000
1126,501,19
1126,502,32
1126,700,1
1126,2000,1000
1127,500,20
1127,700,1
1127,900,200
1127,2000,1000
1130,500,18
1130,700,1
1130,2000,1000
1132,700,1
1132,1208,30
1132,2000,1000
1134,102,286
1134,103,355
1134,700,1
1134,2000,1000
1136,102,256
1136,103,341
1136,700,1
1136,2000,1000
1137,102,256
1137,103,341
1137,700,1
1137,2000,1000
1138,102,256
1138,103,341
1138,700,1
1138,2000,1000
1139,102,233
1139,103,310
1139,700,1
1139,2000,1000
1140,100,80
1140,700,1
1140,800,230
1140,2000,1000
1141,100,80
1141,700,1
1141,800,230
1141,2000,1000
1142,100,80
1142,700,1
1142,800,230
1142,2000,1000
1143,100,80
1143,700,1
1143,800,230
1143,2000,1000
1144,100,80
1144,700,1
1144,800,230
1144,2000,1000
1147,100,4
1147,700,1
1147,906,35
1147,908,50
1147,2000,1000
1148,400,8
1148,700,1
1148,2000,1000
1150,700,1
1150,2000,1000
1151,102,212
1151,103,386
1151,700,1
1151,2000,1000
1152,102,193
1152,103,351
1152,700,1
1152,2000,1000
1153,102,193
1153,103,351
1153,700,1
1153,2000,1000
1154,102,212
1154,103,386
1154,700,1
1154,2000,1000
1155,102,212
1155,103,386
1155,700,1
1155,2000,1000
1156,102,212
1156,103,386
1156,700,1
1156,2000,1000
1158,102,193
1158,103,351
1158,700,1
1158,2000,1000
1159,102,193
1159,103,351
1159,700,1
1159,2000,1000
1160,102,193
1160,103,351
1160,700,1
1160,2000,1000
1161,102,193
1161,103,351
1161,700,1
1161,2000,1000
1162,700,1
1162,2000,1000
1163,102,233
1163,103,310
1163,700,1
1163,2000,1000
1164,102,233
1164,103,310
1164,700,1
1164,2000,1000
1166,103,100
1166,104,122
1166,700,1
1166,801,74
1166,2000,1000
1168,700,1
1168,801,64
1168,802,152
1168,803,221
1168,2000,1000
1169,200,136
1169,700,1
1169,1229,170
1169,1230,227
1169,1231,340
1169,2000,1000
1180,700,1
1180,801,64
1180,802,151
1180,803,199
1180,2000,1000
1182,700,1
1182,801,64
1182,802,151
1182,803,199
1182,2000,1000
1183,700,1
1183,2000,1000
1189,201,136
1189,700,1
1189,800,159
1189,1207,17
1189,2000,1000
1190,700,1
1190,2000,1000
1191,700,1
1191,2000,1000
1192,700,1
1192,801,64
1192,802,152
1192,803,221
1192,2000,1000
1193,700,1
1193,801,64
1193,802,151
1193,803,199
1193,2000,1000
1194,700,1
1194,801,64
1194,802,151
1194,803,199
1194,2000,1000
1195,700,1
1195,801,64
1195,802,151
1195,803,199
1195,2000,1000
1196,700,1
1196,801,64
1196,802,152
1196,803,221
1196,2000,1000
1197,102,64
1197,103,152
1197,104,221
1197,700,1
1197,2000,1000
1198,700,1
1198,801,64
1198,802,151
1198,803,199
1198,2000,1000
1201,700,1
1201,801,89
1201,802,208
1201,803,397
1201,2000,1000
1202,700,1
1202,801,124
1202,802,152
1202,803,242
1202,2000,1000
1203,102,64
1203,103,162
1203,104,221
1203,700,1
1203,2000,1000
1204,102,64
1204,103,152
1204,104,221
1204,700,1
1204,2000,1000
1205,102,64
1205,103,152
1205,104,221
1205,700,1
1205,2000,1000
1206,700,1
1206,801,64
1206,802,152
1206,803,221
1206,2000,1000
1207,700,1
1207,801,64
1207,802,152
1207,803,221
1207,2000,1000
1209,700,1
1209,801,64
1209,802,152
1209,803,221
1209,2000,1000
1210,700,1
1210,801,64
1210,802,152
1210,803,221
1210,2000,1000
1211,700,1
1211,2000,1000
1212,700,1
1212,801,64
1212,802,152
1212,803,221
1212,2000,1000
1213,700,1
1213,2000,1000
1215,700,1
1215,801,64
1215,802,151
1215,803,199
1215,2000,1000
1216,700,1
1216,801,64
1216,802,152
1216,803,221
1216,2000,1000
1217,700,1
1217,801,64
1217,802,152
1217,803,221
1217,2000,1000
1219,102,64
1219,103,151
1219,104,199
1219,700,1
1219,2000,1000
1220,700,1
1220,801,64
1220,802,151
1220,803,199
1220,2000,1000
1221,700,1
1221,801,64
1221,802,151
1221,803,199
1221,2000,1000
1223,100,20
1223,700,1
1223,2000,1000
1226,100,40
1226,700,1
1226,2000,1000
1227,500,40
1227,700,1
1227,2000,1000
1228,500,40
1228,700,1
1228,2000,1000
1229,500,40
1229,700,1
1229,2000,1000
1230,200,140
1230,500,40
1230,700,1
1230,2000,1000
1232,102,13
1232,103,30
1232,700,1
1232,900,300
1232,2000,1000
1236,500,40
1236,700,1
1236,900,300
1236,2000,1000
1237,500,30
1237,700,1
1237,2000,1000
1238,500,30
1238,700,1
1238,2000,1000
1239,500,30
1239,700,1
1239,906,95
1239,2000,1000
1240,500,30
1240,700,1
1240,906,95
1240,2000,1000
1241,500,30
1241,700,1
1241,906,95
1241,2000,1000
1242,500,30
1242,700,1
1242,906,95
1242,2000,1000
1244,700,1
1244,2000,1000
1245,102,195
1245,103,350
1245,104,405
1245,700,1
1245,2000,1000
1246,102,195
1246,103,350
1246,104,405
1246,700,1
1246,2000,1000
1247,102,195
1247,103,350
1247,104,405
1247,700,1
1247,2000,1000
1248,102,195
1248,103,350
1248,104,405
1248,700,1
1248,2000,1000
1249,102,195
1249,103,350
1249,104,405
1249,700,1
1249,2000,1000
1250,102,195
1250,103,350
1250,104,405
1250,700,1
1250,2000,1000
1251,102,195
1251,103,350
1251,104,405
1251,700,1
1251,2000,1000
1252,102,195
1252,103,350
1252,104,405
1252,700,1
1252,2000,1000
1253,101,17
1253,103,23
1253,700,1
1253,2000,1000
1254,101,19
1254,102,24
1254,700,1
1254,2000,1000
1255,700,1
1255,2000,1000
1256,101,17
1256,103,23
1256,700,1
1256,2000,1000
1257,101,17
1257,103,23
1257,700,1
1257,2000,1000
1259,700,1
1259,2000,1000
1260,102,235
1260,103,310
1260,700,1
1260,2000,1000
1263,102,235
1263,103,310
1263,700,1
1263,2000,1000
1264,102,100
1264,103,150
1264,104,220
1264,700,1
1264,2000,1000
1265,102,100
1265,103,150
1265,104,208
1265,700,1
1265,2000,1000
1266,700,1
1266,1003,360
1266,2000,1000
1267,102,100
1267,103,150
1267,104,220
1267,700,1
1267,2000,1000
1268,700,1
1268,801,120
1268,802,180
1268,803,264
1268,2000,1000
1269,102,100
1269,103,150
1269,104,220
1269,700,1
1269,2000,1000
1271,700,1
1271,2000,1000
1272,700,1
1272,801,120
1272,802,180
1272,803,264
1272,2000,1000
1273,700,1
1273,2000,1000
1276,700,1
1276,801,100
1276,802,150
1276,803,220
1276,2000,1000
1277,700,1
1277,801,100
1277,802,150
1277,803,220
1277,2000,1000
1278,100,80
1278,700,1
1278,2000,1000
1280,102,110
1280,103,165
1280,104,228
1280,700,1
1280,2000,1000
1281,102,110
1281,103,165
1281,104,228
1281,700,1
1281,2000,1000
1282,102,110
1282,103,165
1282,104,228
1282,700,1
1282,2000,1000
1283,700,1
1283,801,120
1283,802,180
1283,803,264
1283,2000,1000
1284,100,80
1284,700,1
1284,2000,1000
1287,103,85
1287,104,100
1287,700,1
1287,2000,1000
1288,100,85
1288,700,1
1288,2000,1000
1290,100,50
1290,700,1
1290,900,700
1290,2000,1000
1292,700,1
1292,2000,1000
1294,102,100
1294,103,150
1294,104,208
1294,700,1
1294,2000,1000
1295,102,100
1295,103,150
1295,104,220
1295,700,1
1295,2000,1000
1296,102,100
1296,103,150
1296,104,220
1296,700,1
1296,2000,1000
1297,700,1
1297,2000,1000
1298,501,124
1298,502,152
1298,503,242
1298,700,1
1298,2000,1000
1299,700,1
1299,800,96
1299,2000,1000
1300,501,124
1300,502,152
1300,503,242
1300,700,1
1300,2000,1000
1301,501,124
1301,502,152
1301,503,242
1301,700,1
1301,2000,1000
1303,501,124
1303,502,152
1303,503,242
1303,700,1
1303,2000,1000
1304,700,1
1304,2000,1000
1307,501,9
1307,502,12
1307,700,1
1307,903,100
1307,2000,1000
1308,501,124
1308,502,152
1308,503,242
1308,700,1
1308,2000,1000
1309,700,1
1309,801,130
1309,802,260
1309,803,390
1309,2000,1000
1310,200,150
1310,700,1
1310,906,170
1310,2000,1000
1311,500,18
1311,700,1
1311,2000,1000
1312,501,37
1312,503,111
1312,700,1
1312,2000,1000
1313,501,124
1313,502,152
1313,503,242
1313,700,1
1313,2000,1000
1314,501,18
1314,700,1
1314,2000,1000
1315,700,1
1315,2000,1000
1316,102,12
1316,103,18
1316,104,24
1316,700,1
1316,2000,1000
1317,102,12
1317,103,18
1317,104,24
1317,700,1
1317,2000,1000
1320,102,12
1320,103,18
1320,104,24
1320,700,1
1320,900,120
1320,2000,1000
1321,102,12
1321,103,18
1321,104,24
1321,700,1
1321,906,82
1321,2000,1000
1322,102,12
1322,103,18
1322,104,24
1322,700,1
1322,906,82
1322,2000,1000
1323,102,12
1323,103,18
1323,104,24
1323,700,1
1323,906,82
1323,2000,1000
1324,103,12
1324,700,1
1324,906,82
1324,2000,1000
1325,100,12
1325,700,1
1325,906,82
1325,2000,1000
1326,700,1
1326,2000,1000
1328,501,118
1328,502,175
1328,503,232
1328,700,1
1328,2000,1000
1330,501,118
1330,502,175
1330,503,232
1330,700,1
1330,2000,1000
1331,501,131
1331,502,194
1331,503,257
1331,700,1
1331,2000,1000
1332,501,118
1332,502,175
1332,503,232
1332,700,1
1332,2000,1000
1333,102,315
1333,700,1
1333,2000,1000
1334,103,310
1334,700,1
1334,2000,1000
1335,103,310
1335,700,1
1335,2000,1000
1336,103,310
1336,700,1
1336,2000,1000
1337,103,310
1337,700,1
1337,2000,1000
1338,103,310
1338,700,1
1338,2000,1000
1339,700,1
1339,2000,1000
1340,700,1
1340,801,64
1340,802,151
1340,803,199
1340,2000,1000
1341,700,1
1341,801,89
1341,802,208
1341,803,397
1341,2000,1000
1343,103,100
1343,104,122
1343,700,1
1343,2000,1000
1344,700,1
1344,2000,1000
1347,700,1
1347,801,64
1347,802,151
1347,803,199
1347,2000,1000
1348,300,21
1348,400,8
1348,700,1
1348,2000,1000
1349,300,21
1349,400,8
1349,700,1
1349,2000,1000
1350,500,36
1350,700,1
1350,2000,1000
1352,102,40
1352,104,85
1352,700,1
1352,2000,1000
1355,300,20.5
1355,400,7
1355,700,1
1355,906,130
1355,2000,1000
1357,300,21
1357,400,8
1357,700,1
1357,2000,1000
1358,300,20.5
1358,400,7
1358,700,1
1358,905,80
1358,906,112
1358,2000,1000
1359,300,21
1359,400,8
1359,700,1
1359,2000,1000
1360,300,20.5
1360,400,7
1360,700,1
1360,905,80
1360,906,130
1360,2000,1000
1362,700,1
1362,2000,1000
1363,200,186
1363,300,15
1363,400,9
1363,700,1
1363,2000,1000
1364,200,53
1364,700,1
1364,2000,1000
1366,300,14
1366,700,1
1366,2000,1000
1367,200,186
1367,300,15
1367,400,9
1367,700,1
1367,2000,1000
1368,205,118
1368,700,1
1368,800,163
1368,2000,1000
1369,103,295
1369,104,472
1369,700,1
1369,2000,1000
1370,700,1
1370,801,200
1370,802,400
1370,803,800
1370,2000,1000
1371,100,12
1371,700,1
1371,2000,1000
1372,100,5
1372,700,1
1372,2000,1000
1373,102,10
1373,103,20
1373,700,1
1373,801,50
1373,802,100
1373,2000,1000
1374,300,15
1374,307,118
1374,700,1
1374,2000,1000
1378,101,26.5
1378,102,40
1378,103,80
1378,104,120
1378,700,1
1378,2000,1000
1382,101,26.5
1382,102,40
1382,103,80
1382,104,120
1382,700,1
1382,2000,1000
1384,102,30
1384,103,60
1384,104,87
1384,700,1
1384,2000,1000
1385,102,30
1385,103,60
1385,104,87
1385,700,1
1385,2000,1000
